ENO,Name,Synonyms,State,Operating Status,Longitude,Latitude,Commodities,Significance,Description1,URL1,Description2,URL2,Description3,URL3,Description4,URL4,Description5,URL5
527395,Tutunup South/Iluka,,WA,operating mine,115.490601,-33.730171,"Ilmenite, Leucoxene, Rutile, Zircon",6,,,,,,,,,,
530063,Mount Dove (Atlas Iron),,WA,operating mine,118.461,-20.937,", (Iron, Iron ore)",6,Atlas Iron Ltd,http://www.atlasiron.com.au,,,,,,,,
530069,Poondano (Process Minerals Int - MINEDEX),,WA,operating mine,118.773,-20.457,", (Iron, Iron ore)",6,Mineral Resources Ltd,http://www.mineralresources.com.au,,,,,,,,
531950,Spinifex Ridge - hematite (Moly Mines Ltd),,WA,operating mine,120.1118,-20.88752,", (Iron, Iron ore)",6,Moly Mines Ltd,http://www.molymines.com,,,,,,,,
536579,Garden Well - Erlistoun,Duketon Gold Project,WA,operating mine,122.356,-27.9064,Gold,6,Regis Resources,http://www.regisresources.com/,,,,,,,,
537331,Tanami - Newmont,"Tanami Project, The Granites, Callie, Dead Bullock Soak",NT,operating mine,129.9336,-20.5256,Gold,6,Newmont Mining Corporation,http://www.newmont.com,,,,,,,,
537484,Majestic,Mount Monger Project,WA,operating mine,121.9309,-30.8976,Gold,6,Silver Lake Resources Limited,http://www.silverlakeresources.com.au,,,,,,,,
538157,Big Blow - Coolgardie,Tindals Project,WA,operating mine,121.1725,-30.9736,Gold,6,Focus Minerals Limited,http://www.focusminerals.com.au/,,,,,,,,
546441,Lamb Creek (Mineral Resources),,WA,operating mine,118.873611,-22.813104,Iron,6,Iron Ore Holdings Ltd,http://www.ironoreholdings.com,,,,,,,,
550198,Abel,,NSW,operating mine,151.621127,-32.818419,Coal - black,6,,,,,,,,,,
556699,North East - Larsens,,NSW,operating mine,146.8469,-31.2184,Copper,6,Straits Resources Limited,http://www.straits.com.au,,,,,,,,
557206,Haoma,Mount Monger Project,WA,operating mine,121.9189,-31.0119,Gold,6,Silver Lake Resources Limited,http://www.silverlakeresources.com.au,,,,,,,,
557331,North Point,Burnside Project,NT,operating mine,131.5473,-13.5061,Gold,6,Crocodile Gold Corporation,http://www.crocgold.com/,,,,,,,,
557924,Wonnerup North,,WA,operating mine,115.4506,-33.653782,"Zircon, Ilmenite, (Rutile, Leucoxene)",6,,,,,,,,,,
558879,Carina Yilgarn Iron ( Polaris-Mineral Resources)),,WA,operating mine,119.998703,-30.45635,", (Iron, Iron ore)",6,Mineral Resources Ltd,http://www.mineralresources.com.au,,,,,,,,
558945,Hill 50 - Galaxy Pits,Mt Magnet Project,WA,operating mine,117.7955,-28.0352,Gold,6,Ramelius Resources Limited,http://www.rameliusresources.com.au,,,,,,,,
559051,Maxwells - Inglewood,Inglewood Project,VIC,operating mine,143.868,-36.552,Gold,6,GBM Gold Limited,http://www.gbmgold.com.au/home,,,,,,,,
559087,Costerfield Project,Costrefield Project,VIC,operating mine,144.8015,-36.8957,"Gold, (Antimony)",6,Mandalay Resources Corporation,http://www.mandalayresources.com/,,,,,,,,
559216,Peak Mines Project,"The Peak, New Cobar, New Occidental, Perseverance, Chesney",NSW,operating mine,145.869127,-31.553942,"Gold, Copper, (Silver)",6,New Gold Inc,http://www.newgold.com/,,,,,,,,
559455,Challenger - Mt McClure,Bronzewing Gold Project,WA,operating mine,120.9695,-27.566,Gold,6,Navigator Resources Limited,http://www.navigatorresources.com.au/,,,,,,,,
560238,North Royal Open Pit,Norseman Project,WA,operating mine,121.8087,-32.1326,Gold,6,Norseman Gold Plc,http://www.norsemangoldplc.com/,,,,,,,,
568979,Sherwin Creek - Roper River Iron (Sherwin Iron),,NT,operating mine,134.18386,-14.42532,", (Iron, Iron ore)",6,,,,,,,,,,
569187,Henry V,Wiluna Project,WA,operating mine,120.2436,-26.6199,Gold,6,Apex Minerals NL,http://www.apexminerals.com,,,,,,,,
569194,Burgandy - Calais,Wiluna Project,WA,operating mine,120.2421,-26.6235,Gold,6,Apex Minerals NL,http://www.apexminerals.com,Blackham Resources Limited,http://www.blackhamresources.com.au/,,,,,,
569196,Calais,Wiluna Project,WA,operating mine,120.2431,-26.6217,Gold,6,Apex Minerals NL,http://www.apexminerals.com,,,,,,,,
569199,East Lode,Wiluna Project,WA,operating mine,120.2397,-26.6337,Gold,6,Apex Minerals NL,http://www.apexminerals.com,Blackham Resources Limited,http://www.blackhamresources.com.au/,,,,,,
569536,Central Laverton Project,Central Laverton Project,WA,operating mine,122.39,-28.67,Gold,6,Focus Minerals Limited,http://www.focusminerals.com.au/,,,,,,,,
569538,Chatterbox Shear Project,Chatterbox Shear Project,WA,operating mine,122.317,-28.659,Gold,6,Focus Minerals Limited,http://www.focusminerals.com.au/,,,,,,,,
569882,Athena,St Ives Project,WA,operating mine,121.8049,-31.4006,Gold,6,Gold Fields Limited,http://www.goldfields.co.za/,,,,,,,,
569886,Bellerophon,St Ives Project,WA,operating mine,121.7929,-31.304,Gold,6,Gold Fields Limited,http://www.goldfields.co.za/,,,,,,,,
569895,Hamlet,St Ives Project,WA,operating mine,121.8122,-31.4001,Gold,6,Gold Fields Limited,http://www.goldfields.co.za/,,,,,,,,
569934,South Kalgoorlie Operations,South Kalgoorlie Operations,WA,operating mine,121.6148,-31.0385,Gold,6,Alacer Gold Corporation,http://www.alacergold.com/,,,,,,,,
569984,Hamersley Iron (Rio Tinto),,WA,operating mine,117.220398,-22.598301,", (Iron, Iron ore)",6,,,,,,,,,,
575760,WAIO (BHP),Western Australia Iron Ore Operation,WA,operating mine,118.57008,-20.308617,"Iron ore, (Iron)",6,,,,,,,,,,
576482,Waroonga,Agnew Gold Project,WA,operating mine,120.5046,-27.0078,Gold,6,Gold Fields Limited,http://www.goldfields.co.za/,,,,,,,,
577347,Darlot,Darlot Project,WA,operating mine,121.2689,-27.8875,Gold,6,Gold Fields Limited,http://www.goldfields.co.za/,,,,,,,,
577566,Tropicana,,WA,operating mine,124.5539,-29.2461,Gold,6,AngloGold Ashanti Limited,http://www.anglogoldashanti.com/,Independence Group NL,http://www.igo.com.au,,,,,,
577507,Eclipse - Mount Magnet,,WA,operating mine,117.8054,-28.1131,Gold,6,,,,,,,,,,
